% time  amplitude  freq   approx.island width[cm] (CATS)
64.6148  0.000338944  10.1929  5.313926
64.6229  0.000343442  10.1318  5.348869
64.6311  0.000337464  10.1318  5.301909
64.6393  0.000348263  10.1318  5.385865
64.6475  0.000344874  10.1318  5.359388
64.6557  0.000350609  10.1318  5.403556
64.6639  0.000351707  10.1318  5.411801
64.6721  0.000343927  10.1318  5.351405
64.6803  0.000337109  10.1318  5.297895
64.6885  0.000353826  10.1318  5.427463
64.6967  0.000346733  10.0708  5.372589
64.7049  0.000353957  10.0708  5.428074
64.7131  0.000378961  10.0098  5.616331
64.7213  0.000354389  9.76562  5.431015
64.7295  0.000362089  9.58252  5.489523
64.7377  0.000327383  9.52148  5.219653
64.7459  0.000319181  9.52148  5.153704
64.7541  0.00033961  9.58252  5.315931
64.7623  0.000373957  9.70459  5.578134
64.7705  0.000320313  9.82666  5.162443
64.7787  0.000302574  9.82666  5.017353
64.7869  0.000313117  9.8877  5.103923
64.7951  0.000332822  9.94873  5.261987
64.8033  0.000305313  10.0098  5.039768
64.8115  0.00031474  10.0098  5.116928
64.8197  0.000313699  9.94873  5.10842
64.8279  0.000311178  9.94873  5.087829
64.8361  0.000308749  9.94873  5.067927
64.8443  0.000298653  9.94873  4.984389
64.8525  0.000310343  9.8877  5.081033
64.8607  0.000303111  9.82666  5.02153
64.8689  0.00029988  9.82666  4.994762
64.8771  0.000297279  9.82666  4.973141
64.8852  0.000304738  9.76562  5.035252
64.8934  0.000300051  9.76562  4.996509
64.9016  0.000325429  9.76562  5.203675
64.9098  0.000328463  9.82666  5.228051
64.918  0.000341102  10.1318  5.327883
64.9262  0.000322522  10.2539  5.180952
64.9344  0.000336119  10.3149  5.28926
64.9426  0.00030326  10.376  5.024301
64.9508  0.000296542  10.376  4.968574
64.959  0.00029973  10.376  4.995458
64.9672  0.000299574  10.376  4.994413
64.9754  0.000303218  10.376  5.024961
64.9836  0.00030628  10.376  5.050541
64.9918  0.000307624  10.376  5.061886
65  0.000302306  10.376  5.018219
65.0082  0.000310731  10.376  5.087948
65.0164  0.000299517  10.376  4.995571
65.0246  0.000310329  10.376  5.085218
65.0328  0.000309273  10.376  5.076837
65.041  0.000312658  10.3149  5.104819
65.0492  0.000317818  10.3149  5.147043
65.0574  0.00031628  10.3149  5.134838
65.0656  0.00030867  10.2539  5.072939
65.0738  0.000318406  10.2539  5.15257
65.082  0.000311743  9.76562  5.098605
65.0902  0.000324532  9.64355  5.202362
65.0984  0.000303809  9.58252  5.033727
65.1066  0.000281907  9.58252  4.84907
65.1148  0.000284669  9.58252  4.872932
65.1229  0.000308095  9.64355  5.069623
65.1311  0.000274544  9.70459  4.785759
65.1393  0.000309628  9.76562  5.082469
65.1475  0.00027781  9.82666  4.814338
65.1557  0.000274971  9.82666  4.789745
65.1639  0.000297903  9.82666  4.985528
65.1721  0.000297155  9.8877  4.979303
65.1803  0.000298802  9.94873  4.993104
65.1885  0.000300124  9.94873  5.004143
65.1967  0.000270611  10.0098  4.751725
65.2049  0.00030128  9.94873  5.013739
65.2131  0.000274174  9.94873  4.782848
65.2213  0.000279757  9.8877  4.831253
65.2295  0.000279737  9.8877  4.831024
65.2377  0.000277081  9.94873  4.807968
65.2459  0.000290498  9.8877  4.922922
65.2541  0.000279912  9.8877  4.832308
65.2623  0.000273505  9.8877  4.776593
65.2705  0.000276504  9.94873  4.802612
65.2787  0.000275077  9.94873  4.790101
65.2869  0.000286453  9.94873  4.888037
65.2951  0.000286176  9.94873  4.88556
65.3033  0.000278548  9.94873  4.819893
65.3115  0.000320502  10.0098  5.170019
65.3197  0.000318165  10.0098  5.151009
65.3279  0.000281331  9.94873  4.843555
65.3361  0.000289174  9.94873  4.910484
65.3443  0.00027241  9.94873  4.765908
65.3525  0.000282461  9.94873  4.852918
65.3607  0.00027901  9.94873  4.823069
65.3689  0.000286866  9.94873  4.890389
65.3771  0.000290086  9.94873  4.917653
65.3852  0.000286951  9.94873  4.890909
65.3934  0.000259487  9.94873  4.65088
65.4016  8.33381e-06  9.52148  0.8334724
65.4098  0.000259629  9.09424  4.651989
65.418  0.000283473  9.09424  4.860836
65.4262  0.000302512  9.21631  5.021344
65.4344  0.000302187  9.39941  5.018576
65.4426  0.000290474  9.58252  4.920289
65.4508  0.000215319  10.1318  4.236165
65.459  0.000281574  10.2539  4.844212
65.4672  0.000274529  10.376  4.783178
65.4754  0.000234431  10.437  4.420037
65.4836  0.000239747  10.498  4.469832
65.4918  0.000227233  10.498  4.351579
65.5  0.000232826  10.498  4.404775
65.5082  0.000237321  10.498  4.447063
65.5164  0.000240395  10.437  4.475746
65.5246  0.00023927  10.437  4.465237
65.5328  0.000244356  10.437  4.512424
65.541  0.000239288  10.437  4.465366
65.5492  0.00023257  10.437  4.402222
65.5574  0.000234128  10.437  4.416929
65.5656  0.000246467  10.376  4.531813
65.5738  0.000247298  10.376  4.539436
65.582  0.000239636  10.437  4.468552
65.5902  0.00024776  10.437  4.543659
65.5984  0.000284897  10.498  4.872295
65.6066  0.000244889  10.498  4.517247
65.6148  0.000238812  10.498  4.460843
65.6229  0.000243146  10.498  4.501137
65.6311  0.000251266  10.437  4.575677
65.6393  0.000182571  10.498  3.900356
65.6475  4.6506e-06  10.0098  0.622505
65.6557  0.000239686  9.52148  4.468993
65.6639  0.00024859  9.58252  4.551245
65.6721  0.000274274  9.70459  4.780582
65.6803  0.000278178  9.8877  4.814487
65.6885  0.000259598  10.0708  4.650926
65.6967  0.000250994  10.3149  4.573204
65.7049  0.00022885  10.376  4.366813
65.7131  0.000252083  10.437  4.583119
65.7213  0.000212857  10.6201  4.211468
65.7295  0.000217362  10.6201  4.255804
65.7377  0.000210356  10.6812  4.186658
65.7459  0.000212536  10.6812  4.208298
65.7541  0.000211316  10.7422  4.196204
65.7623  0.00021482  10.7422  4.230853
65.7705  0.000218148  10.8032  4.263501
65.7787  0.000211401  10.8032  4.197053
65.7869  0.000203201  10.8643  4.114849
65.7951  0.000209398  10.8643  4.177124
65.8033  0.000203365  10.8643  4.11651
65.8115  0.000208195  10.8643  4.165107
65.8197  0.000212647  10.8643  4.209404
65.8279  0.000165136  10.376  3.709469
65.8361  0.000204275  10.3149  4.125706
65.8443  0.000182945  10.2539  3.904367
65.8525  0.000208777  10.3149  4.170915
65.8607  0.000210144  10.498  4.184543
65.8689  0.000219334  10.6201  4.275058
65.8771  0.000220529  10.8643  4.286683
65.8852  0.000214012  11.1084  4.222862
65.8934  0.000195312  11.2305  4.034145
65.9016  0.000204669  11.3525  4.12964
65.9098  0.000207437  11.5356  4.157463
65.918  0.000170897  11.7188  3.773563
65.9262  0.000170322  11.7798  3.767201
65.9344  0.000172482  11.7798  3.791005
65.9426  0.000173462  11.7798  3.801751
65.9508  0.000190752  11.7798  3.986714
65.959  0.000200297  11.4746  4.085233
65.9672  0.000204168  11.2305  4.124512
65.9754  0.000185734  10.8643  3.933903
65.9836  0.000195091  10.7422  4.03177
65.9918  0.000182643  10.5591  3.901018
66  0.000168891  10.437  3.751277
66.0082  0.000178197  10.2539  3.853236
66.0164  0.000155484  10.0708  3.599299
66.0246  0.00017648  9.8877  3.834623
66.0328  0.000179399  9.70459  3.866205
66.041  0.000175149  9.52148  3.820136
66.0492  0.000166863  9.33838  3.728681
66.0574  0.000159681  9.15527  3.647559
66.0656  0.000161342  8.97217  3.666487
66.0738  0.000161133  8.72803  3.664119
66.082  0.000147916  8.54492  3.510637
66.0902  4.75899e-05  8.36182  1.991302
66.0984  2.24067e-05  7.8125  1.366376
66.1066  0.000128221  7.38525  3.268608
66.1148  0.000122556  7.20215  3.195603
66.1229  0.000116195  7.01904  3.111585
66.1311  0.000111903  6.89697  3.053596
66.1393  0.000103007  6.71387  2.929727
66.1475  9.85095e-05  6.53076  2.865077
66.1557  9.69999e-05  6.34766  2.843063
66.1639  9.02814e-05  6.10352  2.742861
66.1721  0.000105304  5.5542  2.962314
66.1803  0.000138633  5.49316  3.39896
66.1885  0.000119538  5.43213  3.15624
66.1967  9.52387e-05  5.43213  2.817268
66.2049  0.000118717  5.37109  3.145447
66.2131  0.000121448  5.31006  3.181454
66.2213  0.000107295  5.24902  2.990369
66.2295  0.000110105  5.24902  3.029306
66.2377  0.000118806  5.12695  3.146758
66.2459  0.000107487  5.06592  2.993137
66.2541  1.01351e-05  4.5166  0.9191091
66.2623  1.15385e-05  3.96729  0.9806906
66.2705  1.34664e-05  3.41797  1.059467
66.2787  1.59574e-05  2.86865  1.153311
66.2869  1.42287e-05  3.23486  1.08906
66.2951  1.70455e-05  2.68555  1.192004
66.3033  2.14286e-05  2.13623  1.336513
66.3115  2.88462e-05  1.58691  1.550685
66.3197  4.41176e-05  1.0376  1.917733
66.3279  4.6875e-05  0.976562  1.976766
66.3361  4.6875e-05  0.976562  1.976776
66.3443  4.6875e-05  0.976562  1.976784
66.3525  4.6875e-05  0.976562  1.97679
66.3607  4.6875e-05  0.976562  1.976794
66.3689  4.6875e-05  0.976562  1.976796
66.3771  4.6875e-05  0.976562  1.976796
66.3852  4.6875e-05  0.976562  1.976794
66.3934  4.6875e-05  0.976562  1.976789
